"ID","STRSELECT","STRWHERE","STRGROUPORDER","YMLCODE","CDRFLAYOUT","EXPIREDATE","REMARK","PERSONS_ID_UPD","UPDATE_IP","CREATED_AT","UPDATED_AT","POBJECTS_ID_SCR","POBJECTS_ID_VIEW","ROWS_PER_PAGE","ROWLIST","HEIGHT","FORM_PS","GRPCODENAME","SCRLVS_ID","CONTENTS","STRORDER"
1601,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:09:48.951,2015/08/02 12:10:41.501,12841,302,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1602,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:29:05.422,2015/08/02 12:29:05.422,12842,7138,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1603,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:29:34.876,2015/08/02 12:29:34.876,12843,7143,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1604,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:29:51.040,2015/08/02 12:29:51.040,12844,7139,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1605,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:30:07.798,2015/08/02 12:30:07.798,12845,12779,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1606,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:30:25.950,2015/08/02 12:30:25.950,12846,7186,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1607,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:30:42.218,2015/08/02 12:30:42.218,12847,9439,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1608,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:30:58.025,2015/08/02 12:30:58.025,12848,9742,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1609,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:31:38.805,2015/08/02 12:31:38.805,12849,295,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1610,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:31:53.160,2015/08/02 12:31:53.160,12850,306,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1611,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:32:06.630,2015/08/02 12:32:06.630,12851,299,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1612,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/02 12:33:28.830,2015/08/02 12:33:28.830,12852,12853,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1621,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/28 21:59:43,2015/08/28 21:59:43,12945,12946,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","32",0,,
1641,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/08/29 21:56:23,2015/08/29 21:56:23,13028,13029,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","32",0,,
1661,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/09/21 15:12:49,2015/09/21 15:12:49,13603,13604,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","20",0,,
1681,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/10/03 10:26:58,2015/10/03 10:28:30.383,13827,12853,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","I5trn出庫実績",0,,
1701,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/10/09 11:04:00,2015/10/09 11:10:10.439,13926,13925,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","5O",0,,
1721,,,,,,2099/12/31,"undefined",0,"127.0.0.1",2015/10/12 17:35:59,2016/06/12 16:27:11,14006,14005,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","NAtrn準バッチ入力",0,"画面からの出庫(shpords)の納期回答",
1741,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/10/15 2:21:42,2015/10/15 2:21:42,14048,14047,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","I7trn出庫返品",0,,
1761,,,,,,2099/12/31,"undefined",0,"127.0.0.1",2015/10/18 23:31:08,2016/06/12 16:27:02,14127,14126,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","NDtrn準バッチ入力",0,"画面からの出庫実績　準バッチ",
1783,,"( lotstkhist_qty != 0 or  lotstkhist_qty_stk != 0 )",,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/11/01 15:29:47,2017/08/05 21:51:49,14368,7183,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","L3",0,,
1801,,,,,,2099/12/31,"undefined",0,"127.0.0.1",2015/11/22 22:53:15,2016/06/12 16:27:20,14609,14608,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","N7trn準バッチ入力",0,"画面からの製造指示(prdords)の納期回答",
1802,,,,,,2099/12/31,"undefined",0,"127.0.0.1",2015/11/22 22:55:06,2016/06/12 16:27:30,14611,14610,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","NAtrn準バッチ入力",0,"画面からの製造実績",
1821,,,,,,2099/12/31,"undefined",0,"127.0.0.1",2015/11/23 11:13:13,2015/11/23 11:13:13,14684,14683,50,"50,250,1000",200,"top:100,left:50,width:1200,height:600,dataheight:500	 ","D6trn製造返品",0,"製造指示実績の戻し",
1841,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/12/06 20:21:41,2015/12/06 20:22:55,11042,11041,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","33",0,,
1861,,,"C",,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/12/23 20:32:39,2017/08/09 21:06:50,14953,14952,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","B1trn出荷",0,,
1881,,"dlvord_qty != 0",,,,2099/12/31,"auto_crt",0,"127.0.0.1",2015/12/26 15:59:13,2016/07/03 17:02:40,14978,14977,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","B2trn出荷",0,,
1901,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/10 11:34:24,2016/05/31 22:38:07,14985,14952,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
1902,,"dlvord_qty != 0",,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/10 19:56:22,2016/07/03 17:02:49,14987,14986,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","B3trn出荷回答",0,,
1903,,"dlvord_qty != 0",,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/10 22:40:08,2016/07/03 17:02:56,15045,15044,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","B4trn出荷",0,,
1904,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/10 22:48:28,2016/07/03 17:01:37,15071,15070,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","A5trn受注",0,,
1921,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/12 22:07:07,2016/07/03 17:03:28,15121,15119,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","C1trn",0,,
1922,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/12 22:07:29,2016/07/03 17:03:38,15123,15122,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","C2trn",0,,
1923,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/12 22:07:47,2016/07/03 17:03:48,15125,15124,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","C3trn",0,,
1924,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/12 22:08:12,2016/07/03 17:03:57,15127,15126,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","C4trn",0,,
1942,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/01/25 21:05:58,2016/06/17 21:24:27,15248,15249,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
1943,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/01/25 21:07:00,2016/06/17 21:24:54,15250,15249,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
1944,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/28 18:00:09,2016/06/17 21:23:42,15265,308,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
1961,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/01/31 12:57:22,2016/01/31 12:57:22,15285,312,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
1981,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/04/04 22:28:25,2016/04/04 22:28:25,15399,15119,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2040,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:07:00,2016/05/03 14:06:35,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2041,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:05:58,2016/05/03 14:06:50,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2042,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:07:00,2016/05/03 15:55:37,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2043,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:05:58,2016/05/03 15:55:37,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2044,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:07:00,2016/05/03 16:12:26,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2045,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:05:58,2016/05/03 16:12:27,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2046,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:07:00,2016/05/03 16:20:15,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2047,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:05:58,2016/05/03 16:20:15,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2048,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:07:00,2016/05/03 16:41:59,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2049,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/01/25 21:05:58,2016/05/03 16:41:59,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2050,,,,,,2000/01/01,"auto_crt",0,"127.0.0.1",,2016/05/22 8:30:49,15426,15427,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","M9",0,"mkbttableに変更",
2061,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/09 23:14:06,2016/05/12 21:02:48,15486,15487,50,"50,250",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2063,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/05/09 23:15:44,2016/05/09 23:15:44,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2064,,,,,,2099/12/31,"auto",,"127.0.0.1",2016/05/09 23:15:44,2016/05/09 23:15:44,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2081,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/20 1:46:23,2016/05/20 1:46:23,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2082,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/20 1:49:47,2016/05/20 1:49:47,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2083,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/20 20:43:16,2016/05/20 20:43:16,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2084,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/20 20:43:17,2016/05/20 20:43:17,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2085,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 6:58:24,2016/08/18 17:17:58,15549,15550,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","## J3TRN消費",0,,
2087,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 6:58:35,2016/08/18 17:18:09,15552,15553,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","## J4TRN消費",0,,
2089,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 6:58:55,2016/05/21 6:58:55,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2090,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 6:59:43,2016/05/21 6:59:43,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2091,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 7:00:03,2016/08/18 17:18:19,15555,15556,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","## J5TRN消費",0,,
2093,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 7:02:53,2016/05/21 7:02:53,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2094,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/21 8:59:09,2016/08/18 17:17:36,15546,15547,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","## J2TRN消費",0,,
2095,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 14:49:37,2017/06/25 22:59:42,15639,15638,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","OAバッチ処理",0,,
2096,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 15:51:27,2016/05/21 15:51:27,15657,15638,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2097,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 23:34:42,2016/05/21 23:34:42,15665,15547,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2098,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 23:35:02,2016/05/21 23:35:02,15666,15550,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2099,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 23:35:20,2016/05/21 23:35:20,15667,15553,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2100,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/05/21 23:35:40,2016/05/21 23:35:40,15668,15556,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2101,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/27 22:02:31,2016/05/27 22:02:31,15687,15688,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2103,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/27 22:04:17,2016/05/27 22:04:17,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2121,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/29 10:23:43,2016/05/29 10:23:43,15800,15801,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2123,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/05/29 10:25:18,2016/05/29 10:25:18,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","25master",0,,
2141,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:38:08,2016/08/18 17:19:00,16066,16067,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","J1",0,,
2143,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:40:44,2016/07/29 1:40:44,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2144,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:42:29,2016/08/18 17:19:42,16069,16070,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","J2",0,,
2146,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:43:32,2016/07/29 1:43:32,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2147,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:44:24,2016/07/29 1:44:24,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2148,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:45:22,2016/08/18 17:20:50,16072,16073,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","J3",0,,
2150,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:48:32,2016/07/29 1:48:32,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2151,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 1:50:00,2016/07/29 1:50:00,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2152,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 20:50:41,2016/08/18 17:20:33,16075,16076,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","J4",0,,
2154,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/29 20:56:43,2016/07/29 20:56:43,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2161,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/31 15:55:07,2016/07/31 15:55:07,16126,16127,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2163,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/07/31 15:55:36,2016/07/31 15:55:36,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2181,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/08/07 22:45:36,2016/08/07 22:45:36,16186,16187,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2183,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/08/07 22:47:20,2016/08/07 22:47:20,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2184,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/08/07 23:12:40,2016/08/07 23:12:40,16190,16191,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2186,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/08/07 23:13:59,2016/08/07 23:13:59,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2201,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/09/19 17:03:51,2016/09/19 17:03:51,16649,16650,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2203,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/09/19 17:06:30,2016/09/19 17:06:30,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2221,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/10/06 23:15:46,2016/10/06 23:15:46,16665,12747,50,"50,250,1000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2222,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/10/06 23:16:02,2016/10/06 23:16:02,16666,12747,50,"50,250,1000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2223,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2016/10/06 23:16:17,2016/10/06 23:16:17,16667,12747,50,"50,250,1000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2241,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/10/29 0:27:40,2016/10/29 0:27:40,16686,16687,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2243,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/10/29 0:29:49,2016/10/29 0:29:49,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2244,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/10/29 0:35:29,2016/10/29 0:35:29,16689,16690,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2246,,,,,,2099/12/31,"auto",0,"127.0.0.1",2016/10/29 0:41:24,2016/10/29 0:41:24,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2261,,,,,,2099/12/31,,0,"127.0.0.1",2016/12/04 17:31:00,2016/12/04 17:31:00,16707,8442,50,"50,250,1000,10000",200,"top:100,left:50,width:1400,height:700,dataheight:600","###",0,"mkordに関しては追加のみ。修正削除はできない。",
2301,,,,,,2099/12/31,"auto",0,"127.0.0.1",2017/03/04 22:15:27,2017/04/23 9:28:01,16911,16912,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","JB",0,,
2303,,,,,,2099/12/31,"auto",0,"127.0.0.1",2017/03/04 22:16:20,2017/03/04 22:16:20,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2321,,,,,,2099/12/31,,0,"127.0.0.1",2017/03/18 18:35:24,2017/03/18 18:35:24,16965,12747,50,"50,250,1000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2341,,,,,,2099/12/31,"auto",0,"127.0.0.1",2017/03/20 16:59:16,2017/03/25 11:21:19,16986,16987,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","JA",0,,
2343,,,,,,2099/12/31,"auto",0,"127.0.0.1",2017/03/20 17:00:22,2017/03/20 17:00:22,,,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","##",0,,
2361,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:43:10,2017/05/06 15:43:10,17078,302,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2362,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:44:31,2017/05/06 15:44:31,17076,9742,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2363,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:45:18,2017/05/06 15:45:18,17079,7186,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2364,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:45:38,2017/05/06 15:45:38,17077,9439,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2365,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:46:23,2017/05/06 15:46:23,17075,7138,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2366,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:46:39,2017/05/06 15:46:39,17073,7139,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2367,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:47:00,2017/05/06 15:47:00,17074,7143,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2368,,,,,,2099/12/31,"auto_crt",0,"127.0.0.1",2017/05/06 15:47:15,2017/05/06 15:47:15,17072,12779,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,,
2381,,,,,,2099/12/31,,0,"127.0.0.1",2017/07/02 22:44:16,2017/07/02 22:44:16,17165,16067,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500","###",0,,
2401,,,,,,2099/12/31,,0,"127.0.0.1",2017/08/11 22:26:49,2017/08/11 22:26:49,17326,17325,50,"50,250,1000,10000",200,"top:100,left:50,width:1200,height:600,dataheight:500	 ","FXtrn未定",0,,
2421,,,,,,2099/12/31,,0,"127.0.0.1",2017/08/13 10:51:42,2017/08/13 10:51:42,17425,17325,10,"10,100",100,"top:100,left:50,width:1200,height:600,dataheight:500","#",0,"picords作成用",
